"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100"
"gene38",0,21.9801207491378,0,311.144882205732,0,0,0,82.5576881540867,52.904250386625,0,0,40.3370258446474,0,0,0,0,63.6819741196901,0,0,0,18.8561253837379,0,0,0,0,0,0,0,124.324145668386,0,0,0,0,0,0,0,0,37.3462881293039,0,0,0,0,0,40.21103056265,0,159.223275508131,150.785776164908,0,0,0,0,0,0,0,0,0,0,0,0,159.328997174621,122.314750734436,0,0,0,0,0,0,185.186915813563,77.2968908817395,0,0,0,0,0,40.5271019657404,0,0,0,36.5744959164062,12.9886135462373,71.4448607816603,0,21.532843001255,0,0,0,82.527473076207,0,0,110.298625091965,95.5255678328536,47.6101979046182,0,0,0,0,56.9734286581926,0,0,0
"gene39",145.126022729795,436.622328142655,0,514.017237972127,831.170677965133,0,0,0,429.21566072183,0,0,0,1216.9132869775,0,1441.12700755019,0,47.2739329369669,550.168493522319,0,0,159.101869831986,0,0,0,0,3320.28561635456,875.973348034276,88.6930837634804,239.084937959291,50.7598110371846,28.0488226451648,447.875946690639,47.8395360067663,0,770.990359614089,57.7224379249444,0,93.1009626959957,2323.13492922345,14.2397337826284,0,0,0,0,23.9167499499228,0,0,535.42683187761,0,0,5.39798779016105,0,139.221400389102,444.454931659267,45.6027914521887,22.7234841758434,0,0,48.2919253530785,0,37.0256820811306,0,0,0,0,0,52.6602104013341,0,0,0,294.090328080175,165.274914773308,0,824.376156031253,0,0,0,0,0,0,238.912265836184,0,0,0,25.4835116404892,0,0,0,0,456.022713299689,162.318403583709,0,0,0,0,42.8976277044045,0,1865.24976134674,0,0
"gene40",0,522.185562292835,0,0,1779.1016999461,0,0,330.38900505175,0,0,0,0,31.7624300865163,0,25.9519413870376,44.3628406726768,0,0,0,0,0,0,0,0,0,0,608.05383965512,0,24.3019668178392,0,13.8468542434676,0,0,147.057008671107,0,179.250899604445,0,26.0795931404164,0,0,0,0,0,0,0,0,0,0,0,0,1685.5717446086,60.9524739813815,90.3043301211936,51.4607106902365,0,0,7.61479723760521,0,42.0706395867917,0,0,403.400223645431,18.3239581638454,0,0,0,0,1182.25480253276,0,62.9502120822873,93.9616304727577,0,227.477804895895,0,0,0,0,0,0,46.3490280175778,0,627.946433888818,0,302.714985631395,497.143787151678,312.234037137635,85.2167117726918,0,117.289880462114,113.364190205124,21.7360046756077,0,0,148.91061984542,0,15.1622855888425,171.914666517219,69.0238495930659,0,66.9415379552033
"gene41",0,0,0,0,25.7008270743702,0.803748603582421,0,34.0839584538788,0,29.9207587666975,0,0,0,0,9.34704895241848,0,0,0,45.9765475053989,21.5898312692539,0,0,184.608601439123,0,0,29.6698725588205,0,44.2451031847692,44.5976614797124,0,0,0,0,0,0,9.48888836038064,0,0,0,0,0,40.9663741885194,0,0,0,0,97.9269785739037,0,0,0,0,0,21.869344252145,0,0,0,0,0,96.78609716374,0,0,0,54.9922811135956,0,103.690839879261,0,0,0,0,0,0,0,0,0,0,23.7088464922166,0,0,111.77536906555,0,0,18.1742197932101,0,189.917121196264,0,0,0,0,0,0,0,0,0,55.3193464362586,35.0081534436665,0,0,0,148.099687233753,22.0177665953878
"gene42",0,0,0,0,0,0,0,0,0,0,62.0973814287455,0,0,0,363.673241213352,0,0,0,0,20.637010789974,221.409504880018,0,0,0,41.5192932238183,16.8511110969999,0,0,8.28459556919932,0,0,37.9030781770121,111.281481212455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70262651221231,0,0,0,44.4250795686161,0,0,0,0,0,0,0,34.0564768104429,0,0,0,6.13192977783116,0,0,0,219.042173398582,0,0,0,0,28.3165261457987,0,0,101.336420610107,118.557512899332,0,0,0,76.2934705118277,237.262592068608,1499.96839588662,214.883245502542,0,0,0,0,0,0,0,28.1155884986092,0,0,0,22.9399455847485,0,0,0,42.6764615905004
"gene43",0,590.001754837454,0,0,0,0,0,1058.72924836804,0,1729.23141901657,0,0,0,0,197.580610473968,0,451.566145903426,0,0,176.115281215438,480.497892088513,98.217875271581,424.28172888233,0,0,0,0,162.115230595851,29.6268621859506,0,339.300761326296,0,0,0,672.044576754756,0,0,0,180.519842314128,0,196.129009380406,0,0,181.541727858882,0,0,85.470743964414,0,433.851919518266,123.498823768415,67.4301366452999,0,0,2739.44198784974,0,392.2504416165,100.414942508605,0,0,235.410686292202,162.311229548437,0,0,93.3235966590508,0,822.941251368884,0,342.248440793472,0,7542.24398683812,0,0,0,0,6436.50078786307,0,176.277698306517,59.4412206714042,116.534626213537,90.8879523425669,0,0,371.624685303419,0,0,0,14.0173436100027,343.013511734774,1861.60432843981,82.3129835583393,0,996.962826963628,0,0,128.203296046884,0,0,0,7229.52467090307,161.793008596033
"gene44",81.9296184959764,0,470.970431700248,0,0,53.1220681883003,169.01341383567,161.01377685874,198.474878501668,0,0,56.0319229104299,328.787033135398,0,44.1278629481636,748.107276459345,101.095520844239,0,0,28.9279410196608,110.735728033326,0,0,0,0,0,111.905161543239,0,16.7147596928022,0,0,106.046429306728,0,0,0,54.3257800140987,0,0,0,0,0,0,0,65.8242287752685,0,190.001137934515,0,0,47.641657607943,0,0,0,0,0,0,225.939865320411,0,0,0,0,0,0,1472.93379343062,0,0,0,0,0,0,37.1788658149746,0,58.4314001896667,0,5.92087027375257,22.8258438408527,1019.46975907874,0,0,0,0,0,0,0,0,463.947625477421,164.449363057378,0,55.5153372691329,33.1103751046969,0,0,0,0,53.2796110827539,331.471468913638,39.273437347098,153.303313465818,0,0,220.026729338393
"gene45",0,0,0,46.2632517548474,0,0,0,0,0,0,6.37577450080987,27.1808304732971,0,0,39.307836999922,0,100.724963824063,0,0,0,0,0,38.2359756921891,26.0222576078477,55.2772267804449,0,17.0183193565833,0,16.3633024372765,0,0,0,12.4046547050525,0,46.947855696056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8788950657637,0,77.0920395430515,0,24.1841089782464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7700665782897,7.86775774205479,0,1.83072734890598,0,0,94.2927431952535,33.6734261624654,0,0,0,0,0,0,0,0,0,0
"gene46",0,0,139.816030728845,0,40.3185759156156,0,0,0,0,0,0,0,70.1565492409336,0,0,0,7.6634036874824,0,0,30.2291530502448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1228412727053,0,0,0,0,15.4043000063352,0,0,0,0,0,0,0,0,0,299.763037521638,2422.62511188265,0,0,0,0,0,26.3956759188152,0,0,5.26947719420409,0,0,0,0,0,0,0,268.396725008561,0,0,0,6.43812781179882,0,0,0,0,0,979.681928485243,0,1.76276895713078,0,0,0,0,0,26.7524659259981,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene47",0,0,0,0,641.546752367588,0,182.44405459063,0,0,0,0,0,0,170.219156848486,0,0,0,0,14.3385536652631,13.9697022930566,11.7212383653863,0,0,0,0,46.6948071230744,0,0,153.751103856184,45.0523452504342,0,0,0,61.023656900063,0,455.94461043811,0,0,0,0,0,13.0270665625084,146.84343234578,0,0,0,0,0,0,1133.0136924605,0,0,143.160348667955,106.580636602951,43.551095108988,0,0,53.4966295480394,0,0,517.662422246506,0,0,773.54580999627,36.9259504338422,405.223264794746,0,84.0193930784316,0,0,124.106777278299,0,40.6076207850958,26.2059277134502,652.498244555437,0,378.502349423936,0,0,169.825014531015,33.9619923018848,0,0,0,0,0,38.4935055198677,0,0,0,0,0,0,0,0,10.1058471107353,0,0,0,0
"gene48",7729.59496167417,94.5536956050654,0,0,59.1114134474339,0,0,0,0,0,55.3928286284959,0,1402.46256534534,0,0,0,0,725.706393492826,0,0,2.78615097294227,154.067057163607,0,0,1048.33622286917,26.761800871514,0,0,754.337394359098,0,0,0,333.099674278398,0,0,0,0,125.410683314754,0,0,0,256.87956211871,0,0,13.0436261159472,0,10.4450848425407,21.9443596439477,471.74879049991,0,3.28273657794048,0,322.874326062372,0,1.53450218549464,0,0,0,0,353.995583425108,40.7030822980386,501.375459405677,0,0,0,2373.75478943447,586.842519342324,0,2122.77914355188,0,0,0,17.6199830377705,0,0,11081.9197645637,0,0,0,257.033506152551,0,1309.59123863931,21.4440971389663,0,0,0,0,115.893017754749,0,131.917399899444,0,0,0,524.344725961992,69.8586906128723,9.60267948600888,0,502.199464271724,0,0
"gene49",4.91453705323571,0,0,19.9907557976463,15.6845706307011,20.7669740274752,0,0,0,715.197324329113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.131206270516,0,0,0,65.0841291696553,18.0557380374734,0,0,0,0,0,220.936348312224,2.74393677418424,0,39.6594192417521,0,0,5.52545698001784,0,24.8848437349047,0,22.0752672799393,6.00940036578328,0,0,0,0,0,0,0,7.79351936330207,14.0778981534714,0,0,23.3007222811998,129.660076940099,0,0,871.000905973388,0,132.156145784309,0,0,2.44669852182589,0,0,0,0,0,7.82408832999734,0,0,0,133.144725040878,0,0,0,0,0,0,10.9440654699872,0,0,0,0,0,0,498.221145549227,0,0,0,0,0,0,0,0
"gene50",0,0,0,59.378662740078,0,94.2128573188534,199.916635323178,0,122.244381879687,213.609810758355,0,0,388.27410833218,0,0,0,43.4510078173489,88.1071163989736,0,3.42947630960883,0,0,0,7008.8764393938,0,0,246.652629910163,226.488647954596,0,39.8771031356018,0,184.735102321978,0,0,0,0,0,448.748056035401,151.364363529315,0,0,0,0,124.663904801928,0,0,275.664849143199,47.494555634328,26.6245785103225,833.757350666439,0,0,0,0,685.786876846583,0,0,29.1493763537074,0,42.507629703908,0,0,0,0,0,0,56.5337825575394,0,0,153.000236791266,0,20.3783189224648,0,0,11.6460228487219,0,0,0,386.786090944229,0,15.3460653559158,0,1624.28697704356,173.278873048357,168.163737885463,0,0,0,1156.37905820356,0,0,114.688741302614,32.8798062645415,158.021984141323,3880.85585208598,0,157.789545234865,0,0,919.825381181756
"gene51",0,35.0087715036572,0,2143.29821456403,0,0,1.5012356516595,0,8.7432573577687,0,21.8214512084895,0,137.764804903016,899.624078379105,0,8.8198016695671,0,0,0,21.8886078391245,0,19.8960587917862,80.8809758499196,0,0,42.0907475732408,0,0,0,0,4293.11889648441,138.823855887699,0,0,0,772.991311098388,0,0,0,56.8269730904465,52.6255740896451,0,0,0,0,0,0,0,0,273.883235058193,24.5111627704169,0,0,0,0,0,279.71343015502,0,0,218.382990216694,0,0,0,0,16.7030212894415,35.0793180604994,555.560320167075,0,0,59.4586100260158,0,0,0,0,0,0,0,0,103.307530205293,0,0,0,83.3489030809568,0,0,0,0,68.6809750914256,33.1649913813431,0,0,0,10.3868311882862,0,117.708159732313,0,38.6164905101091,0,0,0
"gene52",78.445996985865,0,0,0,19.2820133472376,46.5225226996679,0,0,0,0,0,38.5734616990292,0,0,0,0,47.9933385133054,33.6975091086658,0,0,0,0,0,0,116.112427337962,0,0,28.272207426403,0,0,0,0,0,0,0,15.3561460774085,0,0,0,0,92.5552786654176,0,0,0,0,0,0,0,0,0,7.76903159656875,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7334006180673,65.0333969519831,0,0,0,32.0026279685026,0,0,0,0,0,0,4.84205085793415,19.2344829669329,0,0,0,17.00777878211,37.6228105173545,0,0,0,0,0,0,0,0,221.214937237334,0,0,0,0,9.94068233042954,0,0,0
"gene53",0,0,37.3763544740214,0,0,0,0,9.44164031441078,42.9725606297515,0,0,0,392.46623786806,0,0,0,171.627496009335,0,0,97.5662214338865,0,0,0,97.9868942821204,161.826427917325,0,680.101499311505,8.95593756771886,0,0,0,0,108.897883673741,0,0,0,6.34359810623072,0,115.901041474538,0,0,0,0,33.1174424836961,0,0,0,0,0,0,219.501895281979,0,0,86.6738839412184,23.4163276639794,0,189.129515520729,106.363970246304,0,0,10.1705851367283,0,0,0,0,0,126.758222042405,389.627341390749,157.091159175925,0,1950.16269698825,0,0,0,0,33.8973515553576,0,0,234.52440532925,0,0,451.589035595252,0,1309.41400569153,68.7873443735058,29.2190812974326,0,0,0,0,0,0,34.0661994947924,0,0,0,0,0,0,50.1478008302786
"gene54",0.495611036663119,0,0,0,0,0,0,0,0,24.5029970783309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9451448256303,17.7784698916322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1232892159287,0,0,62.3000721714965,0,0,0,0,31.285077887942,0,0,0,0,0,0,0,11.2695601239997,20.273271744938,1.99929463478879,0,0,0,0,0,46.3835834394254,0,0,0,0,0,0,1.99160445552742,0,0,0,0,0,0,0,0,117.790833702942,0,0,26.9629396106893,0,0,0,0,0,0
"gene55",0,105.133691169277,0,130.853249294454,0,0,0,934.568730962867,0,1048.75864615984,3228.26370275819,0,211.590978220032,132.06368854675,2370.62151047618,0,0,53.7118762963225,229.083568467235,33.9240338207608,132.831595294312,442.863399493683,442.540089241511,0,0,142.179543392041,0,101.689562191448,1116.10594871396,0,0,301.524639208941,0,0,462.895755406756,154.860765420006,0,0,261.136501216239,409.380712804092,83.1980295101729,0,12.6781171583762,1470.40226949325,0,0,101.341189645377,0,223.311382538282,1150.19236438551,1738.09693933828,0,0,41.9449574319538,0,0,0,0,0,0,0,1866.92140172396,706.906791508085,0,224.691726892337,0,662.25968088352,0,0,0,660.110981106219,0,0,0,865.44083425598,0,912.547377566403,0,250.684413866702,0,417.926488311432,408.436785171507,0,208.602314542326,1666.99572275732,0,223.608458186,0,390.719027049114,0,0,0,0,598.283829656373,0,0,0,216.909368899623,0,0
"gene56",0,968.090334294849,675.039492685088,0,1121.22110135026,522.395451398629,0,0,0,333.997202648196,0,222.567203643877,1456.54895248639,0,0,0,427.524288981299,197.90441277507,0,0,0,0,65.2033743268463,0,166.657087424176,420.393374310422,1005.14650397307,249.638441254673,0,0,0,0,0,0,0,0,3984.16613774407,490.382828361987,383.351858876796,1747.03321733427,0,38.1853083111588,3082.91506144672,0,1332.52099417976,0,0,207.142928248674,0,0,49.0700777990627,0,0,102.428546913916,0,317.984804061635,785.326703484594,760.341465217168,225.455451065747,699.829967627728,0,1407.61246215186,199.353240201867,0,69.4610892313332,46.6023529637534,15020.724574775,30.8937356519354,0,0,912.890491967312,1013.79550772938,0,0,327.469941008811,27.4835128330237,2483.87711827727,453.613025138305,0,0,228.743036076447,573.731222605147,1195.58329827023,805.309378562726,63.3904595180251,0,197.099036922451,0,2615.69938594372,0,647.759149700569,0,0,1356.23795299474,0,1545.89681392735,901.844660137297,0,99.4130111801893,893.799184453723
"gene57",122.823075845046,131.655308957601,0,0,0,115.463766991697,33.5407642222289,0,0,0,40.9263778237539,58.3915577682562,29.3942012024322,136.106780206043,0,0,0,67.9920610855659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9377183723235,0,0,0,0,0,0,0,113.257618494749,0,0,0,0,0,0,0,0,0,0,0,30.5195245208226,13.7381273001484,0,0,0,0,0,56.5103317979096,0,0,47.2677668400183,0,54.8977579308785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.767854745982,0,43.4529879114829,57.3652639135018,23.4269227908954,0,0,24.5041092439384,0,0,0,0,0,0,0,0,19.9200753633652
"gene58",0,0,0,0,5.90786976071085,0,0,0,0,0,0,8.19958043133484,3.38466976353485,0,0,0,0,0,0,0,0,0,0,111.295185615684,0,0,0.203256405092793,0,0,0,0,0,0,21.9519280627886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8977498265218,0,21.7033321078085,0,0,0,0,15.0416800867948,0,0,0,19.6527037922492,0,0,0,20.6504415606741,24.3637459470653,3.33400900820593,0,0,0,0,0,0,0,0,0,0,31.1090586317169,0,0,0,0,0,0,0,0,5.73606742488485,0,0,0,0,34.438191298877,0,0,0,0,0,0,0,0
"gene59",0,0,0,83.0140615312255,0,0,0,0,0,121.207869986169,0,0,0,0,9.84699274258381,139.387338486708,0,0,0,0,69.3700050122597,884.29244425372,398.888184383473,0,0,182.368421084224,44.0099380494788,0,0,0,0,0,0,0,0,0,688.930146277031,0,0,0,25.7969573888051,0,0,0,0,472.337715356698,0,0,456.587709777188,110.410196267586,0,0,0,0,45.2421879557816,53.8213352809193,0,9565.53105107639,0,0,0,0,0,406.77533995274,386.367497774178,164.401730490312,0,55.2751475908258,0,524.709834258655,0,0,0,0,116.518401361957,0,0,0,0,14.3823739830144,0,2053.34847791516,66.4072102219579,0,12.8753134515931,15.5281386058461,0,32.2299435523457,10.2433603901585,99.3503791340629,425.530397631719,0,5.26132217633952,0,218.585407448476,0,0,0,9.44861065522969,852.236964801615
"gene60",3.49841323494187,150.967572890438,0,28.7898548684315,9.08338276748397,0,0,0,116.32169181875,0,0,915.242021146364,0,32.9627174440048,0,0,0,0,0,0,35.6701790752287,23.6254631992576,0,0,10.2784618611467,0,0,517.436272485514,0,21.9016029894661,0,0,0,0,14.403647582641,0,0,0,0,0,182.284029561688,0,0,0,0,0,0,0,0,0,7.27463471975054,69.0780720963053,0,0,0,0,0,0,467.474283023844,4.19052131633282,0,0,49.581478372538,0,0,0,0,0,0,0,0,0,0,0,171.531344391932,0,282.876622279844,0,0,0,0,0,63.6512384482227,0,96.2018601287992,0,0,0,0,175.543398372105,0,0,7.27605505270341,0,0,0,0,0,91.5301591468458,0
"gene61",7670.62266550192,0,0,983.304862415325,0,0,499.921628983663,0,0,13489.4886688636,1760.42056641084,809.961239852178,2569.79279543665,49.2041803088736,0,2084.09010418923,0,1335.700379826,703.375905041633,498.067717482232,0,94.1870674058267,121.770696650665,417.035414313557,0,0,9412.72013714135,0,0,38.9339128782737,0,81.3508322770147,519.086941870038,0,0,1423.42704415016,14579.0147208968,492.528078920789,0,623.586657108208,0,0,2161.69430363482,47.4484630435883,0,0,0,6.81383128818052,0,2602.333068028,664.780061882412,0,5711.83935125049,638.879623089747,3292.63643240437,0,7575.45690422631,250.40594565626,16134.2303760313,427.308232764253,4558.45802996806,493.553478119392,58.9868380986089,0,1093.31273528158,0,29.3458769499729,0,0,6197.26349495713,11639.8565936175,946.340042740402,947.729856474983,0,0,0,1394.99832574085,0,1574.53122303878,696.872727871833,453.83996514821,208.979832223919,0,273.686324131668,326.456245795105,6542.19114278648,28681.8191321832,0,0,5653.75598612259,0,1626.44949162038,0,0,0,1815.90979432089,10276.1645557655,2017.92123878286,1212.82628823779,18377.553038747
"gene62",87.2226215514681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3239817902599,7.73527211377113,0,0,0,0,0,0,0,0,0,0,157.504540657234,207.622799168165,17.3426625273324,121.419831598064,0,7.38084511715989,11.6253528853725,0,0,436.360999408314,276.951726484261,0,90.8477695203946,0,262.875708912507,39.3456867085962,59.4661443598637,0,326.891436270028,88.0700239207088,58.2907729369977,56.349275987851,0,0,0,0,0,0,0,195.31366056996,73.0230111299305,31.1760752805655,0,117.406562651261,0,0,0,0,0,0,0,0,0,0,0,0,61.8897995962145,0,0,76.8423311778431,66.7058732040938,0,0,0,0,0,0,0,0,0,120.864590385778,0,0,0,0,0,0,0,0,0,0,123.771217791546
"gene63",0,0,0,0,978.428850793005,0,0,82.7971025042394,344.301475822737,116.046120590338,0,0,0,0,0,27.7876971275063,644.522069513284,0,421.209104623892,0,0,159.605239357062,0,0,71.1549338306919,78.6224923160214,0,0,0,0,37.7767270971168,0,0,0,923.251129810069,0,115.804894041969,0,0,113.215171567991,0,68.6141535486444,0,1946.9996698736,187.252902454163,0,0,0,0,0,0,0,0,0,0,0,160.921070609535,45.6117752467387,0,609.923578499912,27.1812455525721,0,0,0,777.420989163406,15.3497378767093,250.437443090284,292.340415820868,574.795686877458,0,204.986097740404,0,0,0,76.4242037755991,0,0,654.445133664249,0,152.943408493473,0,659.413265431142,68.7521181909487,0,0,212.735506694272,0,0,0,1786.15507785161,0,0,0,0,0,0,226.772061270993,0,270.484276343295,0
"gene64",0,0,0,0,0,57.8776448684002,0,0,0,34.2403192014185,0,0,164.285307660627,0,0,0,0,0,0,0,58.4182481990086,77.7192323621796,0,251.816035234626,201.856303024943,0,21.0659608406787,0,0,0,0,43.8103748892551,7.36899392226381,0,0,0,0,3.92189833809527,59.9037425607552,0,0,2.24063932637313,0,90.5985417699864,0,0,84.0421855667337,0,0,0,60.3300026269571,0,0,0,20.701072382996,0,0,74.2620002784507,0,0,37.0299364180574,170.311369289325,0,0,0,0,0,0,0,0,0,0,0,0,141.227465444601,201.856348244587,0,0,0,0,0,0,109.60951190388,0,0,113.549255308671,5.33330896442836,0,0,0,0,0,331.577599002798,93.1239478627488,0,0,0,0,0,173.205984788052
"gene65",21.7170094845838,0,14.9152107427285,8.2434444491701,0,0,10.7249064603038,0,0,0,0,0,1.52036444644649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3901648661231,0,0,0,161.923548188682,0,0,0,0,0,0,361.523530240432,0,0,0,100.745842688476,0,0,0,0,0,118.871774255333,26.787601405248,0,0,0,0,134.455773225492,0,0,0,0,0,0,0,6.28689904523817,0,0,0,0,0,0,0,0,62.14141163027,111.596434085132,0,15.074889033934,0,0,0,0,0,0,0,0,0,0,141.36804814375,0,0,0,27.8442603756286,0,0,0
"gene66",0,0,0,0,0,75.4285463552751,0,246.853353896892,0,108.549121266084,29.3001872212332,0,31.0810179250943,0,0,0,0,143.43951794347,0,0,0,8.63938094189322,0,0,0,0,0,0,0,0,0,0,101.63300902109,0,0,23.3048141925874,0,0,0,557.811643781865,0,0,206.577446558103,0,1651.45503633172,26.8598555812812,0,110.797877593601,0,0,0,0,0,0,541.161953149298,59.931632343722,1071.61353087959,0,0,112.285403320755,0,375.064392730779,14.180785296444,0,0,11.9331170838329,0,0,0,0,56.6823178870686,0,0,0,44.0672788859611,0,0,0,221.372519094804,0,0,40.4665892709649,0,483.31333493024,0,0,0,0,0,0,0,27.4006652546161,0,40.2138778715757,0,683.707597168696,0,174.437849202362,0,0
"gene67",0,0,0,0,0,31.7777222245891,0.921229237531744,0,0,0,0,0,0,0,21.8771442020622,0,0,0,0,0,0,15.1621582208938,0,0,0,0,0,0,0,0,0,115.65105528291,0,0,0,8.61451194495889,42.2252233637999,0,0,0,13.5361755468733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43668073529853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5257231528201,0,0,0,25.1517691094357,0,0,0,0,0,111.863311143825,0,0,53.2846627804234,0,0,0,0,0,37.2610586442272,0,0
"gene68",590.761818696992,0,223.846606435241,0,3156.03577184051,275.074956172494,1640.99466211413,0,68.4613126178514,49.9804886007231,23.0442745897659,575.288003248013,497.082253339111,21.2837271787567,460.412555753461,171.032267397988,116.31899199168,216.205882524659,0,343.795430721781,0,0,0,0,2271.09027335797,0,2506.47689991693,0,277.20889245733,0,0,0,0,1709.4790351096,0,3926.61972292367,119.502033104927,0,0,0,0,2998.83779935996,0,0,7.39427153841109,288.575831993502,235.85439681453,0,1991.46455002585,0,126.477091891938,0,0,0,0,0,3264.65711908522,0,2164.95604251332,0,454.324321011955,0,105.088644307342,0,142.259846225774,0,0,140.750864896975,0,0,1528.8799414903,0,1319.00099957387,0,20.7494872112604,0,0,0,0,358.263376735636,0,216.944413418807,0,1104.70373115596,439.862769093747,494.026627443421,255.607810103896,569.679065192496,0,0,225.2178887038,1930.53367470459,0,0,0,0,0,731.030733422756,0,35.5641969007255
"gene69",0,0,0,753.263677042216,0,11.3369095759318,73.9425870835414,0,0,0,0,0,2.99226819699119,52.6219534486076,0,0,0,0,0,0,94.8190215920208,3.04764653480502,350.068335289016,0,12.9000827804434,0,0,0,0,0,0.033387183491594,0,0,0,2.48209420482429,172.662574882227,0,0,0,0,94.2519956790962,77.0409271220645,0,0,257.653942578926,0,13.3377334729453,0,0,0,0,0,0,0,0,0,62.3437720804367,462.146898152438,0,0,0,0,0,147.509573176249,36.6498246114387,0,0,0,33.0017711329083,30.5492203989805,0,86.9121947536521,0,0,124.851916929954,0,0,163.232280698551,19.9935262706832,24.5365925436318,0,1545.54768129682,0,0,0,445.841830098181,0,0,0,0,0,0,0,0,37.7708589559005,0,0,0,0,0
